2025-09-01 14:35:30,B0F18LK3FB,"Lenovo IdeaPad Slim 3 Ryzen 5 5625U 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Integrated AMD Radeon Graphics/Windows 11/Office Home 2024/Grey/1.6Kg), 82XM00QDIN","42,690",,,23,https://m.media-amazon.com/images/I/615itEeM5ZL._AC_UY218_.jpg,https://www.amazon.in/dp/B0F18LK3FB?th=1,NO,"FREE delivery Wed, 3 Sept",YES
2025-09-01 14:35:34,B0F5Q8R92V,"Lenovo Yoga Slim 7 Aura Edition Intel Core Ultra 5 226V,Copilot+ AI PC(16GB RAM/1TB SSD/14(35.5cm)/WUXGA OLED/40 Tops/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.19Kg), 83JX005FIN AI Laptop","97,997",,,19,https://m.media-amazon.com/images/I/81cJLkXme7L._AC_UY218_.jpg,https://www.amazon.in/dp/B0F5Q8R92V?th=1,NO,"FREE delivery Wed, 3 Sept",YES
2025-09-01 14:35:46,B0D3HG5CMG,"HP 15, AMD Ryzen 3 7320U (8GB LPDDR5, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6""/39.6cm, Win 11, Office 21, Silver, 1.59kg, fc0154AU, AMD Radeon Graphics, 1080p FHD Camera Laptop","30,850",,,152,https://m.media-amazon.com/images/I/61SHFVKs+AL._AC_UY218_.jpg,https://www.amazon.in/dp/B0D3HG5CMG?th=1,YES,"FREE delivery Sun, 7 Sept",YES
